Date,Close,High,Low,Open,Volume
2010-09-16,86.06316375732422,86.11645340823968,85.53026144003331,85.81955309483409,199962900
2010-09-17,86.09529876708984,86.6004389000419,85.85803916240464,86.51624887788321,195836900
2010-09-20,87.41172790527344,87.60306782429537,86.11826818413125,86.39379813466131,214555200
2010-09-21,87.23571014404297,87.8939141816209,86.87599011378286,87.48062503965365,268389100
2010-09-22,86.80708312988281,87.58775318015438,86.56216829512178,87.09792351063233,191322400
2010-09-23,86.10297393798828,86.99844346552777,85.85805904568949,86.09531870532005,202354300
2010-09-24,87.87859344482422,87.93982361730968,86.98312406933903,87.05965886533055,209671800
2010-09-27,87.45762634277344,88.00868610978547,87.37344217097446,87.90919147821977,128761800
2010-09-28,87.76377868652344,88.04696382372548,86.62339458564816,87.57243879795638,209207500
2010-09-29,87.61072540283203,87.94748553788519,87.26631003582828,87.54183999373885,179665800
2010-09-30,87.35050201416016,88.62100194161246,86.93720706809367,88.054637388513,287106700
2010-10-01,87.71788787841797,88.10822301466591,87.19744297649802,88.00872250272573,174638700
2010-10-04,87.05965423583984,87.90154862543926,86.62339949873275,87.53417928852294,166153200
2010-10-05,88.81233215332031,89.02663191541305,87.76378735824592,87.86328784723938,229634100
2010-10-06,88.8046875,89.03429775200969,88.44496749682607,88.79703226780467,148626600
2010-10-07,88.69752502441406,89.1873547092697,88.16177563136272,89.16439485517185,164860000
2010-10-08,89.19499206542969,89.43990685877584,88.48320753488788,88.8199675654498,177760100
2010-10-11,89.27922821044922,89.52414313036157,88.97308310075071,89.33280316670404,103098300
2010-10-12,89.55472564697266,89.81494510005257,88.51383615619264,88.9883553563337,182210000
2010-10-13,90.25120544433594,90.73338574447624,89.83791054674305,90.05221614637792,194347200
2010-10-14,89.89915466308594,90.32010485719914,89.33279008855936,90.1670294051437,217764300
2010-10-15,90.08281707763672,90.58030195507203,89.36338306829163,90.52672701991624,243705000
2010-10-18,90.5267333984375,90.8252231780843,89.78433364523323,90.11343850987336,141204800
2010-10-19,89.34041595458984,90.19761484741157,88.7970055774524,89.69248061974584,280604700
2010-10-20,90.21295928955078,90.64921413018897,89.44759951023944,89.50117446122196,200051800
2010-10-21,90.41191864013672,91.14666308386806,89.70778927813124,90.61856898197884,221585500
2010-10-22,90.58030700683594,90.71807196766703,90.31243231611725,90.54969192229233,108212400
2010-10-25,90.84818267822266,91.65946782931002,90.77930311667875,91.18494277260724,151145700
2010-10-26,90.86348724365234,90.95532665308427,90.21293279017954,90.38896221774405,158982900
2010-10-27,90.60327911376953,90.70277961180045,89.74607998754072,90.22825449604443,190024000
