Date,Close,High,Low,Open,Volume
2010-09-16,8.30265998840332,8.305662067578188,8.090418201291474,8.112633587185496,652103200
2010-09-17,8.266640663146973,8.344392547542968,8.21590670284532,8.33628652901573,634477200
2010-09-20,8.50259780883789,8.519108850004018,8.281049088039298,8.287953472054634,658677600
2010-09-21,8.518807411193848,8.626279472726871,8.489387828159403,8.52150968406603,668074400
2010-09-22,8.638287544250488,8.645191927394334,8.477979679775503,8.48698591971758,585289600
2010-09-23,8.67341423034668,8.788691743954134,8.5857558638748,8.595662331057172,786116800
2010-09-24,8.775479316711426,8.81180408500989,8.722344503146186,8.76887554213309,649488000
2010-09-27,8.7406587600708,8.847830247637594,8.736156039317562,8.825315842247626,482834800
2010-09-28,8.611570358276367,8.758968893855966,8.255532452179636,8.758968893855966,1035042400
2010-09-29,8.62688159942627,8.700130764342527,8.585754296786314,8.62267868649885,469644000
2010-09-30,8.518207550048828,8.70583313988054,8.443157153791445,8.675813141702285,673391600
2010-10-01,8.481284141540527,8.603165407741388,8.446160199235672,8.590256861937684,448142800
2010-10-04,8.364808082580566,8.492692730728187,8.338689575911397,8.453667279246538,435302000
2010-10-05,8.6740140914917,8.689323500834371,8.460269950863319,8.465674497820503,501967200
2010-10-06,8.681516647338867,8.765573290857617,8.563537699524945,8.69352496830542,670868800
2010-10-07,8.682417869567871,8.720243279848695,8.613071818468747,8.716040367414873,408399600
2010-10-08,8.828015327453613,8.840923872223096,8.705834263792797,8.757167834022153,658403200
2010-10-11,8.866740226745605,8.923178531357008,8.843926021089182,8.848128933255612,427753200
2010-10-12,8.962203979492188,8.991023946087264,8.780581755651706,8.868240884131476,558544000
2010-10-13,9.010236740112305,9.064872991927551,9.000029668287496,9.012037988081389,630092400
2010-10-14,9.075380325317383,9.080182851427702,9.018041001307198,9.056767430349014,435296400
2010-10-15,9.44853401184082,9.456339423028059,9.153436241141238,9.229386892095949,922194000
2010-10-18,9.546398162841797,9.576417365268947,9.43502297784872,9.560507540696964,1093010800
2010-10-19,9.290922164916992,9.419407949287685,9.006632076032552,9.108099948994417,1232784000
2010-10-20,9.322145462036133,9.433820434012572,9.212272539696858,9.276214840123046,721624400
2010-10-21,9.291823387145996,9.448527917949152,9.21016843371415,9.377080034102113,551460000
2010-10-22,9.230281829833984,9.307433262397076,9.195158705091123,9.278313494522852,372778000
2010-10-25,9.271415710449219,9.354270751726226,9.259407384920435,9.278921314716642,392462000
2010-10-26,9.247698783874512,9.298432747547729,9.17564964546207,9.212275031647119,392929600
2010-10-27,9.241093635559082,9.303234700944827,9.174148439510445,9.235689890389958,399002800
2010-10-28,9.16334056854248,9.246195578908084,9.03305349165792,9.244694137965208,551051200
2010-10-29,9.035453796386719,9.182552513657502,9.032151107490442,9.133019394825022,430511200
2010-11-01,9.131525039672852,9.174153808218591,9.072085411275806,9.072685827757072,423889200
2010-11-02,9.287023544311523,9.311940413102263,9.21617684525233,9.21617684525233,433930000
2010-11-03,9.39029312133789,9.392694785776886,9.262107087589232,9.347363770302659,508348400
2010-11-04,9.55450439453125,9.61184293702501,9.45723857706085,9.469847316783536,642488000
2010-11-05,9.520279884338379,9.593529048654386,9.50887277953825,9.54609777782382,361253200
2010-11-08,9.565009117126465,9.599531837089007,9.509171226871722,9.522380379789167,281758400
2010-11-09,9.488757133483887,9.645462501494507,9.441325873183505,9.63795690075438,383544000
2010-11-10,9.547295570373535,9.56951015839713,9.41280480548892,9.505567063605053,384227200
2010-11-11,9.50586986541748,9.558405065107621,9.433820744126127,9.456335944225263,361284000
2010-11-12,9.247097969055176,9.501368214668851,9.115010414684685,9.486358611464281,795846800
2010-11-15,9.217377662658691,9.322448081243563,9.194262042310232,9.260006406551408,403606000
2010-11-16,9.053765296936035,9.234185884939164,8.985619287551597,9.177748387648235,657650000
2010-11-17,9.02104663848877,9.125816451004392,8.938791229167663,9.042060402119798,479449600
2010-11-18,9.259106636047363,9.296331639777364,9.146832010265767,9.16214142132237,494491200
2010-11-19,9.208069801330566,9.258203336221053,9.163340010582976,9.245294792691448,384843200
2010-11-22,9.407106399536133,9.407106399536133,9.18225573809692,9.206571392312112,393075200
2010-11-23,9.268106460571289,9.358768452523291,9.202963344742649,9.319741422176307,519447600
2010-11-24,9.450332641601562,9.46834512396492,9.358771995270445,9.366275993819771,413725200
2010-11-26,9.456337928771973,9.537392505814609,9.394496668538826,9.41851251292699,237585600
2010-11-29,9.51247501373291,9.530786502682796,9.347664398571128,9.471346910941561,445785200
2010-11-30,9.340758323669434,9.437123087985507,9.33235249963674,9.412506031889757,501858000
2010-12-01,9.49836540222168,9.538892286281193,9.456337077109799,9.464442293596976,461750800
2010-12-02,9.550896644592285,9.576413115656948,9.453030464769805,9.53228375333375,462837200
2010-12-03,9.529582977294922,9.565906936253556,9.496560904924035,9.516674436454304,342092800
